product_name,sentiment,input_text,target_summary
cello Pack of 18 Opalware Cello Dazzle Tropical Lagoon Opalware Dinner Set 18 Pieces Dinner SetWhite Microwave Safe,positive,summarize what people like about cello Pack of 18 Opalware Cello Dazzle Tropical Lagoon Opalware Dinner Set 18 Pieces Dinner SetWhite Microwave Safe: very good and attractive delicate one can go for it rich look [SEP] just amazing dinner set the quality of the product is excellent proper packing everything is okay i love it thank you flipcart [SEP] lovely dinner set all r in good condition the packaging is very good the quality of the set is also very nice i liked the product very much [SEP] 1 good product in cheapest price2 but not that much good quality3 cello company is cello as a brand made its inception through its founder shri ghisulal rathod in 1974 cello started its journey making thermoware for indian kitchens from a small factory at mumbai in 1986 today under the able stewardship of shri g d rathod along with his sons shri pradeep rathod and shri pankaj rathodhave successfully taken the group into its next generation further with his grandson shrigaur [SEP] its too good received in good condition packaging was very nice im so happy i really liked it i was searching for 18 pieces opalware dinner set and when i got this on flipkart i placed order thinking that whether my product would reach to me in good condition im so thankful to flipkart that i got the product in physically good condition packaging was very nice all of my family members liked it very much,1 good product in cheapest price2 but not that much good quality3 cello company is cello as a brand made its inception through its founder shri ghisulal rathod in 1974 cello started its journey making thermoware for indian kitchens from a small factory at mumbai in 1986 today und
aybor calling smartwatch with bluetooth SmartwatchBlack Strap FREE SIZE,negative,summarize what people dislike about aybor calling smartwatch with bluetooth SmartwatchBlack Strap FREE SIZE: it is a bad product please dont take it [SEP] very bad plz dont buy this [SEP] low sound and not good very bad item dont choose [SEP] this is waste product dont buy [SEP] best product but speaker is not good,low sound and not good very bad item dont choose
JXL 3way 6 inch Car Speaker 1690 Coaxial Car Speaker (600 W),positive,summarize what people like about JXL 3way 6 inch Car Speaker 1690 Coaxial Car Speaker (600 W): in this budget these speakers are simply amazing i git then today and connected in my car but i have a old singke din pioneer player which does not have bluetooth im using an adapter on that player it sounds amazing good bass good mids and highs i know they will sound better when i upgrade the player dont listen to the bad reviews as i really dont know how they have connected the speaker or which player they using but just blindly go for them they are amazing and i can compare them with [SEP] this product hi is best clear voice best woofer best twitter worth of money [SEP] in this budget this is absolutely good speakers to buy sound quality is really good just installed this speakers in my alto lxi 2012 model must buy [SEP] very nice voice quality jxl 1690 speakers [SEP] good sound i love it thanks flipkart,in this budget these speakers are simply amazing i git then today and connected in my car but i have a old singke din pioneer player which does not have bluetooth im using an adapter on that player it sounds amazing good bass good mids and highs i know they will sound better when
Baby Boys Baby Girls Casual Tshirt PantBlack,positive,summarize what people like about Baby Boys Baby Girls Casual Tshirt PantBlack: nice dress very suitable our 5 months babymy baby was so cuteeeee tnq flickar [SEP] very nice dress and superbsame pictureiam very happy fast delevery iam satisfiedthanks flipkart [SEP] amzing cloths and colourlove it this product [SEP] excellent product must purchase [SEP] it is so nice clothe so pretty,very nice dress and superbsame pictureiam very happy fast delevery iam satisfiedthanks flipkart
Copper String LED light 10 MTR 100 LED USB Operated Decorative Lights 100 LEDs 10 m Yellow Rice LightsPack of 1,positive,summarize what people like about Copper String LED light 10 MTR 100 LED USB Operated Decorative Lights 100 LEDs 10 m Yellow Rice LightsPack of 1: thanks flipkart and seller iam very very happy to this item perchesed nice led lights once again thank flipkart [SEP] really awesome product works on powerbank for a very long time you gonna love it and it is made in india [SEP] the product is good so far the wires are of flexible copper and can be lit using any power bank or charger recommended as of now will update after few months of usage [SEP] flipkart thank you so much my room looks so pretty lights are good quality and the length is big enough brightness is good and the delivery guy is amazing i recieved my order two days early compares to promised date delivery guy is a super man best product in reasonable price [SEP] it looks quite good and is about 10 mtr long i would recommend this item to everyone who likes to decorate their space,flipkart thank you so much my room looks so pretty lights are good quality and the length is big enough brightness is good and the delivery guy is amazing i recieved my order two days early compares to promised date delivery guy is a super man best product in reasonable price
"ULTRA Perfect 2.0 L Wet Grinder??(Purple, White)",negative,"summarize what people dislike about ULTRA Perfect 2.0 L Wet Grinder??(Purple, White): on day 1 this product is overheating [SEP] minor mistake time not work correcly custmarecare no respond do not buy this item [SEP] it is taking too much time to grind i strongly recommend dont go for it dont buy this product never buy this product [SEP] very very very slow performance iam not satisfied [SEP] disappointed from this product",it is taking too much time to grind i strongly recommend dont go for it dont buy this product never buy this product
Men Brown Sandal,positive,summarize what people like about Men Brown Sandal: very good productmust buy [SEP] good shoes this price range7 star [SEP] realy fantastic product value for money excellent [SEP] nice awesome fitting so good [SEP] good quality with best price,realy fantastic product value for money excellent
Airtel Airtel Universal Setup box Remote Digital Setup box Universal Remote Airtel Remote Controller (Black),negative,summarize what people dislike about Airtel Airtel Universal Setup box Remote Digital Setup box Universal Remote Airtel Remote Controller (Black): remote stopped working after 10 days use [SEP] not working properlyvery bad [SEP] very bad remot no best money [SEP] its just west of money very very bad product [SEP] not working properly please replace,its just west of money very very bad product
"Atomberg Renesa 1200 mm BLDC Motor with Remote 3 Blade Ceiling Fan (Ivory & Black, Pack of 1)",negative,"summarize what people dislike about Atomberg Renesa 1200 mm BLDC Motor with Remote 3 Blade Ceiling Fan (Ivory & Black, Pack of 1): after 2 months of use good product after replacement this product is genuine but at first seller delivered me defected product thats very sad for me this should not be right you should sent customer genuine product at the first time [SEP] dont order any device from flipkart which needs installation use less team working in flipkartyou will be regret for all electrical and electronics devices if you order from flipkart no one is responding after making so many calls [SEP] defective bearing making a lot of noise flipkart was unable to provide a replacement as they lost the replacement item on the way just as expected from flipkartnow i have to use the noise fan as flipkart is unable to provide any other replacement [SEP] dont buy this atomberg renesa fan the design concept is a failure being a expert myself who has 10 years of process engineering in motor manufacturing i can say this dc motor has worst rotor design the permanent magnets are just pasted with glue and they do not have any self locking mechanism and this leads to the magnet pop up during fan operation i bought three fans and all of these 3 fans noise issue due to magnet pop up and i have repeated issues too this fan is a garbage please do [SEP] fan appearance is not good",dont buy this atomberg renesa fan the design concept is a failure being a expert myself who has 10 years of process engineering in motor manufacturing i can say this dc motor has worst rotor design the permanent magnets are just pasted with glue and they do not have any self lock
Small 5 L Backpack Stylish Cute Mini 3PCS Combo Set Backpack For Girls (Pink) (Pink),negative,summarize what people dislike about Small 5 L Backpack Stylish Cute Mini 3PCS Combo Set Backpack For Girls (Pink) (Pink): the bag is terribly small and not as seen in the photo quality is good also the purse is very small [SEP] its very very bad quality dont waste money for this product [SEP] dont buy this very bad quality of this product durability and quality is very bad my opinion for other person is dont buy this product,dont buy this very bad quality of this product durability and quality is very bad my opinion for other person is dont buy this product
"Shopfloor.XYZ 3.5mm Clip Microphone For Youtube, Collar Mike For Voice Recording, Lapel Mic Mobile, Pc, Laptop, Android Smartphones, Dslr Camera Clip On Mini Lapel Lavalier Microphone (Black)",positive,"summarize what people like about Shopfloor.XYZ 3.5mm Clip Microphone For Youtube, Collar Mike For Voice Recording, Lapel Mic Mobile, Pc, Laptop, Android Smartphones, Dslr Camera Clip On Mini Lapel Lavalier Microphone (Black): this is awesome productsvoice recording quality is good if you want to record your voice i will give it 4 star because this is good as my expectations thnx flipcart [SEP] thanks flipkart it really works and is very effective sound and good quality i like so much [SEP] good for beginners it records sound well good for recording audio and video as well in terms of price its worth it [SEP] graet mic it solved my problems [SEP] a very good and excellent mic to does work so well and just reduces all the background noises",this is awesome productsvoice recording quality is good if you want to record your voice i will give it 4 star because this is good as my expectations thnx flipcart
PAPILON EMULSION PACK OF 6 BOTTLES 20ML EACH Mixed Fruit Liquid Food Essence  (120 ml),negative,summarize what people dislike about PAPILON EMULSION PACK OF 6 BOTTLES 20ML EACH Mixed Fruit Liquid Food Essence  (120 ml): dont buy the taste is really bad it ruined my cake [SEP] this is colour bad smell [SEP] its pathetic please dont buy [SEP] taste is very bad like medicine,dont buy the taste is really bad it ruined my cake
"MSI Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/144 Hz) GF63 Thin 11UC-867IN Gaming Laptop? ? (15.6 Inch, Black, 1.86 Kg)",negative,"summarize what people dislike about MSI Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/144 Hz) GF63 Thin 11UC-867IN Gaming Laptop? ? (15.6 Inch, Black, 1.86 Kg): the laptop is great and can provide a maximum of 144 fps even with a 3050 rtx because of other limitations the web cam is not that good but so if you need to attend calls with this then probably not the best choice for gaming purposes although its good but it often heats upto 5570 during gaming [SEP] laptop is automatically shutdowns even battery is 40 i will not recommend it they need to work a lot and lot of heating issues by the way i am writing this after 4 months of use same problem occurring to from day 1 it is not worth of this price there are good options asus in market [SEP] please dont buy this particular version worst design and worst battery backupif u try to switch on the system by pressing power on button it wont open only keyboard light will glow and fan will rotate and then full black screenthen u have to press and hold the power on button for few second once it turn off then u have to press the power on button later after sometime it will openthese are the problem actually its my replacement laptop first i got defective one it wont poweron its [SEP] battery backup is not good nd flipkart is taking so much of time to refund it and touchpad is also not working [SEP] purchased this for 585k i couldnt have made a better choice although battery discharges first but thats common with every gaming laptop moreover not doing heavy tasks and using it on low settings can give a battery life of 67 hours",please dont buy this particular version worst design and worst battery backupif u try to switch on the system by pressing power on button it wont open only keyboard light will glow and fan will rotate and then full black screenthen u have to press and hold the power on button for
Pack of 2 Men Solid Black Grey Track Pants,positive,summarize what people like about Pack of 2 Men Solid Black Grey Track Pants: its comfortable specially in winter [SEP] best in marketi loved it metirial was too good and fitness also good u r size about 3032 then m size is the best totally paisa vasool [SEP] nice fabric with good fitting i like it [SEP] comfort and good quality [SEP] best quality paise vasul,best in marketi loved it metirial was too good and fitness also good u r size about 3032 then m size is the best totally paisa vasool
"MOTOROLA AmphisoundX Dolby with HDMI Arc 120 W Bluetooth Soundbar? ? (Metallic Grey, 2.1 Channel)",negative,"summarize what people dislike about MOTOROLA AmphisoundX Dolby with HDMI Arc 120 W Bluetooth Soundbar? ? (Metallic Grey, 2.1 Channel): just ok1st time disappointed with motorola producthdmi arc is not working using motorola tvalso suddenly sound becomes very noisy need to switch off and on the sound bar [SEP] okay its normalnot excited muchmissing sounds 10 to 20 seconds frequently during the movienot satisfied",just ok1st time disappointed with motorola producthdmi arc is not working using motorola tvalso suddenly sound becomes very noisy need to switch off and on the sound bar
ERAWUD Engineered Wood TV Entertainment UnitFinish Color Black DIYDoItYourself,positive,summarize what people like about ERAWUD Engineered Wood TV Entertainment UnitFinish Color Black DIYDoItYourself: first of all thank you flipkart for the best services overall happy with the product after installation look is much better worth it you can buy this product if you dont want to spend a lot money for some furniture work [SEP] i have given 4 rating on this because it is very good and there is everything inside it dor fitting it and measurement is also accurate but the holes given for the screw are curved [SEP] beautiful product fit in budget [SEP] best quality and look in this price segment [SEP] very lucrative installation was very easy ive done it myself,first of all thank you flipkart for the best services overall happy with the product after installation look is much better worth it you can buy this product if you dont want to spend a lot money for some furniture work
DOJI 6 watt colorWarmWhitespot lightfocus lightwall light Track Lights Ceiling LampMulticolor,positive,summarize what people like about DOJI 6 watt colorWarmWhitespot lightfocus lightwall light Track Lights Ceiling LampMulticolor: premium build quality which feels heavy and premium in hands with proper finishing and comes easy to fit attatchments light is flexible and it can rotate in any direction as well covers good area and very bright [SEP] i got amazing spot light warmwhite color look amazing in my dressing room we set focus of light according to need really just love it [SEP] well this spot light works well and this makes my room look more good the price is good as compare to other brands so basically its value for money product u can go for it [SEP] i liked it very much the light of its light is different and its light is also very good and good and it looks great too [SEP] great quality product very nice build quality and a bright warm light this product fulfills all the expectations from it you can go fo it without any doubt,premium build quality which feels heavy and premium in hands with proper finishing and comes easy to fit attatchments light is flexible and it can rotate in any direction as well covers good area and very bright
Riyahandlooms Cotton Floor MatBlue Large Pack of 2,positive,summarize what people like about Riyahandlooms Cotton Floor MatBlue Large Pack of 2: product is good but size is small [SEP] at ds price good quality [SEP] great product looking so good [SEP] material not goodmoney waste [SEP] fast delivery quality is good and packaging,fast delivery quality is good and packaging
SUSI by SUSI Jewelery OrganizersWhite Black Plastic,positive,summarize what people like about SUSI by SUSI Jewelery OrganizersWhite Black Plastic: i am really happy to buy this productvery satisfiedmy wife is so happy for this gift [SEP] helpful for me very happy [SEP] very cute and organized [SEP] nice thnk you filp cart,i am really happy to buy this productvery satisfiedmy wife is so happy for this gift
Demya king of steel Plywood And Metal Study Playing Table Chair Set For KidsRed Metal Desk ChairFinish Color Red DIYDoItYourself,negative,summarize what people dislike about Demya king of steel Plywood And Metal Study Playing Table Chair Set For KidsRed Metal Desk ChairFinish Color Red DIYDoItYourself: very poor finishing screws are poking out from the chair when the child is sitting very poor design too [SEP] the desk fitting is not correct the slope of desk is on wrong side dificult to write [SEP] worst product too small low quality [SEP] very bad quality also chair and table too small please dont buy worth less completely [SEP] the product was very bad and it is not suitable for children at 5years old and refund also not done for me while my order is cancelled dont this type of products wast of money,the product was very bad and it is not suitable for children at 5years old and refund also not done for me while my order is cancelled dont this type of products wast of money
DALUCI Shelf OrganizersWhite Plastic,positive,summarize what people like about DALUCI Shelf OrganizersWhite Plastic: nice product in low price range [SEP] nice quality wise awesome [SEP] good quality very useful thing i like very much [SEP] use full productwell organised product for medicine [SEP] too much nice nd good quality too much cheap according this quality,too much nice nd good quality too much cheap according this quality
"Top Thermal For Baby Boys & Baby Girls (Black, Pack of 2)",positive,"summarize what people like about Top Thermal For Baby Boys & Baby Girls (Black, Pack of 2): nice product this babys inner wears material is good [SEP] very good quality but only top is there need lower also [SEP] product was good but pajama be sath me hone ta",very good quality but only top is there need lower also
"Candes Florence 1200 mm Energy Saving 3 Blade Ceiling Fan (Silver Blue, Pack of 2)",negative,"summarize what people dislike about Candes Florence 1200 mm Energy Saving 3 Blade Ceiling Fan (Silver Blue, Pack of 2): fully noise not anti dust fan waste of moneyand asking for 5 star rating otherwise they wont provide warrenty [SEP] not up to the mark candes call to u and say if u give 5 star the warrant extended [SEP] waste of money actually very low air delivery and it was said in description that it is anti dust but it attracted the dust the very next day not at all good u can see only 10 in the picture [SEP] only design look classiyother the use of fan is worst no air proper and continue voice coming outand services is to bad from last 1month i m complaining continue but still waiting dont buy this candes fan [SEP] screws are very tight manufacturing defect",only design look classiyother the use of fan is worst no air proper and continue voice coming outand services is to bad from last 1month i m complaining continue but still waiting dont buy this candes fan
Google Chromecast 3 Media Streaming Device (Black),negative,summarize what people dislike about Google Chromecast 3 Media Streaming Device (Black): product is useful to watch only tv but not good for computer screens because it mirrors audio and video together its clarity is poor compare to hdmi direct connectioncablesadditionally without wifi it wont work and google will track you wherever you connect [SEP] i am not sure if the device i received is defective but the video streaming quality is extremely bad its streaming at 144p when i have 75 mbps internet connection on the other hand my smart tv streams at 1080p without any buffering the reason i purchased this is just because my smart tv doesnt support few apps will try to reset the device and if it doesnt work will try for replacement [SEP] the charger cable is defective secondly separate wifi network required does not work with mobile hotspot network also connecting and playing is very hassle task i bought this item for my led monitor which dont have in built speakers and in chromecast there is no option of playing audio separately on home theater speaker this device is of no use to me and flipkart does not have option to return the product if not satisfied from the performanceunlike amazon i want to return this pr [SEP] terrific i know most people go for amazons fire stick but i much prefer this device for starters the nba app isnt available on the fire stick which is a deal breaker for me and as far as i can tell neither is the google podcasts app i also prefer searching for things on my phone and casting it to the screen to fiddling with another remote the only disadvantage is no prime video which i currently play off the app on my ps4 but its coming to the chromecast soon i have run into issu [SEP] not much use full it will consume 4 gb data daily so fast net connectivity should be available then only it will work cost of this item is very high,the charger cable is defective secondly separate wifi network required does not work with mobile hotspot network also connecting and playing is very hassle task i bought this item for my led monitor which dont have in built speakers and in chromecast there is no option of playing
Butterfly Rapid Kettle 1.5 Litre + Eco 750 Ml Water Bottle,negative,summarize what people dislike about Butterfly Rapid Kettle 1.5 Litre + Eco 750 Ml Water Bottle: very very veryyy bad product first time flipkart disappoints me very much i had bought it on 110121 but today this is 210121 it is not working at all hate this suggest you all dont buy it [SEP] product quality is poor compare to pigeon kettleits power cord is waste and worthless its like child toyi use pigeon kettle its double strong and goodkindly purchase pigeon its 645 only [SEP] getting plastic smell while drinking the water [SEP] now a days in flipkart every product is made for flipkart quality is not up to the mark money making is the only motto [SEP] not bad but bottle not so good,very very veryyy bad product first time flipkart disappoints me very much i had bought it on 110121 but today this is 210121 it is not working at all hate this suggest you all dont buy it
Qiisx Motorcycle Detachable Mask Goggle Outdoor Bicycles Dirtbike Goggles Windproof Moto Open Face Helmet Cross Masks Glasses Bike Off-Road Racing Glasses Motorcycle Riding Goggles Off Road Riding Color Eye wear Glasses Full Face Mask Goggles Bike Off-Road Racing Glasses Blowtorch Safety Goggle Blowtorch Safety Goggle (Free-size),positive,summarize what people like about Qiisx Motorcycle Detachable Mask Goggle Outdoor Bicycles Dirtbike Goggles Windproof Moto Open Face Helmet Cross Masks Glasses Bike Off-Road Racing Glasses Motorcycle Riding Goggles Off Road Riding Color Eye wear Glasses Full Face Mask Goggles Bike Off-Road Racing Glasses Blowtorch Safety Goggle Blowtorch Safety Goggle (Free-size): good out lookinggood visibility in sunlightaverage quality u can try this 1time for your helmet [SEP] great mask for cycleing [SEP] it was really good going [SEP] i think for function it is very good it is attractive and [SEP] comfortable and tinted glasses as wanted overall a great product suggested,good out lookinggood visibility in sunlightaverage quality u can try this 1time for your helmet
"Infinix 10W Quick Charger combo for Infinx devices (MicroUSB - Cable Included)??(White, Cable Included)",positive,"summarize what people like about Infinix 10W Quick Charger combo for Infinx devices (MicroUSB - Cable Included)??(White, Cable Included): nice quality and charger is good so perfect combo and delivery boy is good thanks flipkarti will talk to all you purchase charger only flipkart [SEP] better than the original charger only 2 hour 13 minutes full charge best result in infinix smart 4 plus [SEP] best product in this range but the main point is made by infinix which add more reliable product and delivery boy is very good and gentle [SEP] thanks flipkart for delivering original charger at reasonable price product is very good perfect for infinix hot 8 [SEP] very nice this is a special productthanks for infinix",nice quality and charger is good so perfect combo and delivery boy is good thanks flipkarti will talk to all you purchase charger only flipkart
"ULTRA Perfect 2.0 L Wet Grinder??(Purple, White)",positive,"summarize what people like about ULTRA Perfect 2.0 L Wet Grinder??(Purple, White): nice product good qualityprice is bit high compared to others but it have good build quality expected some accessories rather than very best grinder [SEP] thanks to flipkart for expected deliveryultra perfect plus was awesome and gives perfect grinding for batter within 40minutes 200gms [SEP] super grinder i liked it very much [SEP] very nice good product the dough is ready in 15 minutes [SEP] as expected worthfull and making easy way",nice product good qualityprice is bit high compared to others but it have good build quality expected some accessories rather than very best grinder
LUMINOUS Power Sine 800 Pure Sine Wave Inverter,negative,summarize what people dislike about LUMINOUS Power Sine 800 Pure Sine Wave Inverter: the original product was defective and a replacement was sent however the replacement wouldnt even power on had to send it back too total waste of time energy and moneyam utterly disappointed and dissatisfied [SEP] this is repair product very bad not happy this product fake product very poor [SEP] wasteof money not working it but packing is seal in under is used deaded products will sending waste of money dont buy this [SEP] very bad product its secondhand inverter come with thirdparty box orginal luminous inverter came with colourful brand box and theres is a photo of sachin tendulkar sir very bad seller dont buy [SEP] the product was not working now,the original product was defective and a replacement was sent however the replacement wouldnt even power on had to send it back too total waste of time energy and moneyam utterly disappointed and dissatisfied
ROYAL TREND Fabric SofaFinish Color Pink Preassembled,positive,summarize what people like about ROYAL TREND Fabric SofaFinish Color Pink Preassembled: its perfect for 1 or 2 years baby not for 3 for 4 i ordered for maah 1 year sister and its too good for sitting and also comfortable its a plastic cotton sofa i get this as well as seen in the picture im very happy with this so just go and buy it tq flipkart [SEP] its very nice and comfortable sofa and soft chair thanks for such a nice product [SEP] kid sofa is very good and same as shown in pic [SEP] very good product in budget segment [SEP] gud quality must purchase this product,its perfect for 1 or 2 years baby not for 3 for 4 i ordered for maah 1 year sister and its too good for sitting and also comfortable its a plastic cotton sofa i get this as well as seen in the picture im very happy with this so just go and buy it tq flipkart
Jaspo Adjustable Roller Skates Suitable for Age Group 6 to 14 Years Quad Roller Skates - Size 6 UK (Red),negative,summarize what people dislike about Jaspo Adjustable Roller Skates Suitable for Age Group 6 to 14 Years Quad Roller Skates - Size 6 UK (Red): it is a very vvvvv bad proudct of my life the waste of money [SEP] screws are getting loose in a second and very bad,it is a very vvvvv bad proudct of my life the waste of money
"vesco Kiddo 14"" Cycle for Kids Bicycles age 3 to 5 Year Boys & Girls 14 T BMX Cycle  (Single Speed, Blue)",positive,"summarize what people like about vesco Kiddo 14"" Cycle for Kids Bicycles age 3 to 5 Year Boys & Girls 14 T BMX Cycle  (Single Speed, Blue): good design and all parts is best [SEP] superb design and quality i recommend this product value for money [SEP] my daughter is very happy with new cycle thx a lots [SEP] nice product very good [SEP] all over good product",superb design and quality i recommend this product value for money
"Men 9325 Latest Collection Stylish Sports Sneakers Running Shoes Running Shoes For Men (Red, Black)",positive,"summarize what people like about Men 9325 Latest Collection Stylish Sports Sneakers Running Shoes Running Shoes For Men (Red, Black): good amazing nice 10 no shoes pretty [SEP] good flip cart pattner [SEP] excellent job and good product [SEP] nice looking just weight material [SEP] its very comfortable foot wear",good amazing nice 10 no shoes pretty
"USHA FP 3811_ 1000 W Food Processor (Black, Silver)",positive,"summarize what people like about USHA FP 3811_ 1000 W Food Processor (Black, Silver): after research of 3 months on best food processor of 1000w and considering features with quality we finally decided to buy usha fp 3811 and undoubtedly its a best one among all food processor available in india quality is superb blades are too sharp inbuilt storage space for blades juicer is wonderful chopper is unbelievable grinder works in secondsusing this from 1 months and as of now we are more than satisfiedthe only missing point is that it does have french fries cutter [SEP] worth of money using from last one month awesome product usha juicer grinder and machine power is very good chopped in a second good device [SEP] excellent quality after about 2 months of use can say that the motor quality is top notch and you can actually feel the power of 1000w while running it the tough job of kneading a dough is easily handled by the processor the drawer beneath the main unit is an excellent place to keep the blades the only drawback is the high noise [SEP] wow just loved everything about the product it exceeds my expectations the appliance wont work if the locks are not set properly so make sure to do that we struggled a bit initially but the jars always make a click sound once they are fit properly kneading takes like just 2 seconds and the juicer is the best part of this processor any other option i checked did not have the centrifugal juicer which is extremely useful go ahead and dont think twice you will love this product thanks [SEP] good overall quality grinder grinds well mixer is good too juicer needs lot of improvements as it doesnt extract juice well i ve to still use the old sujata juicer again",wow just loved everything about the product it exceeds my expectations the appliance wont work if the locks are not set properly so make sure to do that we struggled a bit initially but the jars always make a click sound once they are fit properly kneading takes like just 2 secon
LUMINOUS ZELIO 110012V Ecomm Pure Sine Wave Inverter,positive,summarize what people like about LUMINOUS ZELIO 110012V Ecomm Pure Sine Wave Inverter: changing my rating from 4 stars to 5 stars after 11 months of usagesfirst of all thank you flipkart for amazing service even in my small village which is far away from major citiesinverter is working good with amaron 200ah battery from 2 early days i will update my comments with future usage [SEP] i am using this inverter since one year awesome performance three mode of battery selection eg flat tubular any luminous battery is best price difference between flat and tubular battery is max 10001500 good display about remaining battery life according to load good productin ups mode minimum 180 volts is required for charging the battery but in inverter mode less than 100 volts it works [SEP] good to use for my old battery backup up to 7 hr but one thing is fan is to noise but it work best for me [SEP] received in excellent condition nicely packed by the seller retailnet no scratches or dent working well with my exide 150ah tubular battery the inverter fan is not so much noisable as described by other customers it is as like as other inverter fan and one thing is more its a 900va756w single battery operated inverter which works best in a 12v 120ah to 200ah tubular battery very nice pure shine wave inverter from luminous no humming sounds produced by fan or other electrical equipmen [SEP] after using one week giving my review1its not 1100 va it is 900 va 530 wattthe company is making fool by writing 1100va2the fan is making noise while charging but it is negligible3the led display always showing 0959 hrs backup time4working of the ups is very smooth5the ups mode works great when you are using your pcno need to install any extra ups for pcoverall its a smart inverter with smart look,received in excellent condition nicely packed by the seller retailnet no scratches or dent working well with my exide 150ah tubular battery the inverter fan is not so much noisable as described by other customers it is as like as other inverter fan and one thing is more its a 900
"Candes 60 L Room/Personal Air Cooler (White, Black, CRETA)",positive,"summarize what people like about Candes 60 L Room/Personal Air Cooler (White, Black, CRETA): beautiful product good material and perfectly working [SEP] wonderful product must buy [SEP] nice air cooler smart cool breeze producer [SEP] nice product with the reasonable price [SEP] good product kawaleti",beautiful product good material and perfectly working
Butterfly Rhino 2 Ltr Wet Grinder??(Cherry Red),negative,summarize what people dislike about Butterfly Rhino 2 Ltr Wet Grinder??(Cherry Red): no doubt the product is working very fine but the delivery man was very rude and poorly handled my product my carton box was damaged and fortunately product was safe but this defines the bad delivery handling system of flipkart [SEP] very poor quality productthe plastic washer which holds the grinding stone broke on first use havent been able to use the product ever since [SEP] good product but i feel its a fake product i received product in a brown carton box with butterfly labeling i seen the unboxing video in youtube its actualy come with a colored box so i feel its fakebut product is working please clarify if someone know about this [SEP] bottom stone is damaged around the corners pls dont buy this butterfly rhino wet grinder onlinethere are lot of differences when comparing this product with the local shop product especially the box packaged itself is not the actual butterfly owned whereas the local shop product is packed by butterfly owned box and well packed manner dont buy this in online just for low pricewe need to sacrifice lot of things on quality [SEP] it is very bad grinder butterfly is not grind very well,bottom stone is damaged around the corners pls dont buy this butterfly rhino wet grinder onlinethere are lot of differences when comparing this product with the local shop product especially the box packaged itself is not the actual butterfly owned whereas the local shop product
"TP-Link Archer C20 AC WiFi 750 MBPS Wireless Router??(Blue, Dual Band)",positive,"summarize what people like about TP-Link Archer C20 AC WiFi 750 MBPS Wireless Router??(Blue, Dual Band): this is the best wifi router in this price rangeits cover my house properly it connect with my alliance broadband without any problemso its a pretty good deal and thanks flipkart for one day deliveryso i am very happy purchase this router [SEP] just fabulous performance i am very glad to choose for this router and also flipkart all the requirements are fullfill this router after two weeks continue using i post the review i am specifically highlighted for those who are says that this router has wifi issue this problem is just luck of knowledge of this product 5 ghz wifi coveragerange always less than 2 ghz so i am highly recommend for this range best router [SEP] if you want a router for medium sized flathomeclub use then you can go for itafter using 7 days my reviews about this router are 1 range is average and enough for 3 bhk apartmentafter two walls it loses 1 signal2 this dual band router has speed up to 750 mbps3it has one usb port so you can connect dongleduring absence of lan printer4easy to set up and has 3 years of warranty5the router looks slightly different in pictures original router has no white color on its [SEP] compact and good looking routertwo external antennas cover most of my 2 bhk flat except one blind spotac750 both 24ghz and 5ghz bands operate very well though 5ghz range is much less than 24ghz all the led indicators are on the top for keeping at table height so if you are going to place it at a height on the wall you wont be able to see the led indicators my case in that case one can go for archer c20i ac750 which is same category vertical model with internal antennas [SEP] does the job it is good for 2 bhk home usage 24g has longer range than 5g 5g has better speed but device should be close to router it is ideal for tv and laptops for mobile us",does the job it is good for 2 bhk home usage 24g has longer range than 5g 5g has better speed but device should be close to router it is ideal for tv and laptops for mobile usage 24g is best overall it is a good buy but dont get fooled by reading 5 star reviews which say it will
J K INTERNATIONAL High quality Skating in-line Shoe have different size and with PU LED wheel In-line Skates - (Red) In-line Skates - Size 6-9 UK (Red),positive,summarize what people like about J K INTERNATIONAL High quality Skating in-line Shoe have different size and with PU LED wheel In-line Skates - (Red) In-line Skates - Size 6-9 UK (Red): product is good worthy although stitching is just ok overall nice product [SEP] good proudect i love these and colour a [SEP] this is ultra awesome skates the tyres is slippery but then also it is excellent it is a speed skate because i have come 2 in district level skates of my school [SEP] amazing product i am very happy [SEP] its awesome and it is very good,this is ultra awesome skates the tyres is slippery but then also it is excellent it is a speed skate because i have come 2 in district level skates of my school
SIE STORE Solid Single Comforter for Mild WinterMicrofiber Maroon Grey,positive,summarize what people like about SIE STORE Solid Single Comforter for Mild WinterMicrofiber Maroon Grey: very good quality looks luxurious planning buy another one [SEP] comfortable excellent product [SEP] comfortable really good for winter season,very good quality looks luxurious planning buy another one
Men Checkered Single Breasted Formal Blazer (Multicolor),positive,summarize what people like about Men Checkered Single Breasted Formal Blazer (Multicolor): many people ask nice from where u purchase [SEP] nice product as shown in the imagecool product [SEP] i have purchased for my son and he like itfabric was good and found same as shown in pictures [SEP] perfect fitawesome wear [SEP] beautiful design perfect fit nice fabric for autumn wear simply awesome quality with commitmentworth much more then the pricethanks flipkart,beautiful design perfect fit nice fabric for autumn wear simply awesome quality with commitmentworth much more then the pricethanks flipkart
